sequence_name,hamming_distance,overlap_length,hamming_per_overlap,sampling_date_str,sampling_date,days_since_ref,overlap_coverage
IND/HI-CV-35311/2021|2021-05-06,8,3816,0.0020964360587002098,2021-05-06,2021-05-06,497,0.9984301412872841
VNM/HCMC_172/2021|2021-08-03,8,3786,0.0021130480718436345,2021-08-03,2021-08-03,586,0.9905808477237049
CHN/SH-P193-4-Asia-UAE/2020|2020-08-11,3,3822,7.849293563579278e-4,2020-08-11,2020-08-11,229,1
PHL/210430-1/2021|2021-04-26,11,3813,0.002884867558353003,2021-04-26,2021-04-26,487,0.9976452119309263
CMR/DO308144/2020|2020-11-19,2,3822,5.232862375719519e-4,2020-11-19,2020-11-19,329,1
JOR/SEARCH-5292-JOR/2020|2020-11-04,2,3822,5.232862375719519e-4,2020-11-04,2020-11-04,314,1
CHN/SH-P181-4-Africa-South-Sudan/2020|2020-06-25,4,3822,0.0010465724751439038,2020-06-25,2020-06-25,182,1
ZAF/NHLS-UCT-GP-5226/2020|2020-04-29,2,3625,5.517241379310345e-4,2020-04-29,2020-04-29,125,0.9484563055991627
NGA/CV1314/2021|2021-03-11,8,3813,0.002098085496984002,2021-03-11,2021-03-11,441,0.9976452119309263
NGA/CV4741/2021|2021-10-27,10,3816,0.002620545073375262,2021-10-27,2021-10-27,671,0.9984301412872841
ITA/AM-1988/2021|2021-11-18,10,3816,0.002620545073375262,2021-11-18,2021-11-18,693,0.9984301412872841
NLD/EMC-Lambda-1/2021|2021-07-08,7,3801,0.001841620626151013,2021-07-08,2021-07-08,560,0.9945054945054945
Homosampiens/CHN/6173/2020|2020-03-31,0,3822,0,2020-03-31,2020-03-31,96,1
EGY/Egypt-Army-Thirdwave-314/2021|2021-04-25,5,3822,0.0013082155939298796,2021-04-25,2021-04-25,486,1
CHN/Delta-1/2021|2021-08-10,9,3816,0.0023584905660377358,2021-08-10,2021-08-10,593,0.9984301412872841
MEX/YUC-NYGC-59996-20/2020|2020-11-17,2,3822,5.232862375719519e-4,2020-11-17,2020-11-17,327,1
ETH/S8/2021|2021-02-04,8,3818,0.0020953378732320588,2021-02-04,2021-02-04,406,0.998953427524856
IND/KA-NIMH-SEQ-55/2020|2020-12-30,2,3644,5.488474204171241e-4,2020-12-30,2020-12-30,370,0.9534275248560963
CHN/Qingdao_20425/2020|2020-10-11,3,3822,7.849293563579278e-4,2020-10-11,2020-10-11,290,1
IDN/10752101028/2021|2021-09-09,6,2843,0.002110446711220542,2021-09-09,2021-09-09,623,0.7438513867085296
IND/AIIMS-Bhopal-Sample23/2021|2021-02-17,9,3822,0.002354788069073783,2021-02-17,2021-02-17,419,1
CAN/COVID-19-Seul_P5/2020|2020-11-23,1,3822,2.6164311878597594e-4,2020-11-23,2020-11-23,333,1
MEX/NLE-1_2336/2021|2021-07-15,9,3816,0.0023584905660377358,2021-07-15,2021-07-15,567,0.9984301412872841
IND/INSACOG-GBRC1604/2021|2021-08-21,7,3783,0.0018503832936822627,2021-08-21,2021-08-21,604,0.9897959183673469
IND/GBRC516b/2020|2020-11-24,2,3822,5.232862375719519e-4,2020-11-24,2020-11-24,334,1
NLD/2209092__2019-nCoV/2021|2021-06-02,8,3813,0.002098085496984002,2021-06-02,2021-06-02,524,0.9976452119309263
PAK/JRCGR_KHI_SCV-142/2021|2021-08-20,7,3816,0.0018343815513626835,2021-08-20,2021-08-20,603,0.9984301412872841
CMR/ECO131/2020|2020-12-03,3,3822,7.849293563579278e-4,2020-12-03,2020-12-03,343,1
Iraq/KR-SEARCH-118909/2021|2021-07-19,9,3790,0.00237467018469657,2021-07-19,2021-07-19,571,0.9916274201988488
JOR/SEARCH-5829-JOR/2020|2020-12-25,8,3813,0.002098085496984002,2020-12-25,2020-12-25,365,0.9976452119309263
AUT/SKV-270/2021|2021-10-26,7,3542,0.001976284584980237,2021-10-26,2021-10-26,670,0.9267399267399268
CHN/6544/2021|2021-06-10,8,3816,0.0020964360587002098,2021-06-10,2021-06-10,532,0.9984301412872841
CHN/CS-Fang/2021|2021-08-12,8,3816,0.0020964360587002098,2021-08-12,2021-08-12,595,0.9984301412872841
MEX/YUC-NYGC-14556-21-2/2021|2021-03-20,4,3822,0.0010465724751439038,2021-03-20,2021-03-20,450,1
CHN/CS-Liu/2021|2021-08-01,8,3816,0.0020964360587002098,2021-08-01,2021-08-01,584,0.9984301412872841
BGD/Laila_281/2021|2021-07-22,10,3409,0.002933411557641537,2021-07-22,2021-07-22,574,0.891941391941392
PAK/238941/2021|2021-10-01,9,3727,0.0024148108398175474,2021-10-01,2021-10-01,645,0.9751439037153323
NGA/CV-1/2020|2020-02-27,1,3620,2.7624309392265195e-4,2020-02-27,2020-02-27,63,0.9471480900052328
CHN/S152-1424-258056/2021|2021-05-05,7,3813,0.0018358248098610018,2021-05-05,2021-05-05,496,0.9976452119309263
IND/GBRC659b/2021|2021-04-13,1,3822,2.6164311878597594e-4,2021-04-13,2021-04-13,474,1
CHN/S164-1618-298734/2021|2021-06-21,6,3816,0.0015723270440251573,2021-06-21,2021-06-21,543,0.9984301412872841
IND/CWS_0049_54686884/2021|2021-06-08,7,3821,0.0018319811567652448,2021-06-08,2021-06-08,530,0.999738356881214
IND/CWS_0064_55744582/2021|2021-06-12,7,3808,0.001838235294117647,2021-06-12,2021-06-12,534,0.99633699633699635
NGA/CV11-1/2020|2020-03-29,1,3822,2.6164311878597594e-4,2020-03-29,2020-03-29,94,1
ESP/MD-HGUGM-5738214/2021|2021-09-20,5,3140,0.0015923566878980893,2021-09-20,2021-09-20,634,0.8215593929879644
Wuhan/IPBCAMS-WH-01/2019|2019-12-23,0,3822,0,2019-12-23,2019-12-23,-3,1
Wuhan/IPBCAMS-WH-02/2019|2019-12-30,0,3822,0,2019-12-30,2019-12-30,4,1
IND/nimh-0351/2020|2020-04-10,1,3822,2.6164311878597594e-4,2020-04-10,2020-04-10,106,1
THA/SI200615-NT/2020|2020-01-29,1,3822,2.6164311878597594e-4,2020-01-29,2020-01-29,34,1
IND/GBRC29/2020|2020-04-30,1,3822,2.6164311878597594e-4,2020-04-30,2020-04-30,126,1
IND/GBRC181a/2020|2020-06-03,3,3822,7.849293563579278e-4,2020-06-03,2020-06-03,160,1
EGY/CUNCI-HGC4I022/2020|2020-06-02,1,3822,2.6164311878597594e-4,2020-06-02,2020-06-02,159,1
Guatemala/UN-CDC-3536651-001/2020|2020-03-13,1,3822,2.6164311878597594e-4,2020-03-13,2020-03-13,78,1
PHL/COVID-3304/2020|2020-06-25,2,3822,5.232862375719519e-4,2020-06-25,2020-06-25,182,1
PHL/COVID-5976/2020|2020-07-18,2,3822,5.232862375719519e-4,2020-07-18,2020-07-18,205,1
PHL/COVID-5984/2020|2020-07-18,1,3822,2.6164311878597594e-4,2020-07-18,2020-07-18,205,1
PER/covper087/2020|2020-03-21,0,3822,0,2020-03-21,2020-03-21,86,1
POL/IHG_PAS_8_29/2020|2020-09-05,2,3822,5.232862375719519e-4,2020-09-05,2020-09-05,254,1
TUR/KOC-IST-SP3/2020|2020-05-18,2,3822,5.232862375719519e-4,2020-05-18,2020-05-18,144,1
RUS/3573/2020|2020-05-02,1,3822,2.6164311878597594e-4,2020-05-02,2020-05-02,128,1
TWN/CGMH-CGU-37/2020|2020-10-27,5,3822,0.0013082155939298796,2020-10-27,2020-10-27,306,1
RUS/RUSPrimorye_3291/2020|2020-09-29,2,3822,5.232862375719519e-4,2020-09-29,2020-09-29,278,1
IDN/10752101002/2021|2021-02-07,2,2913,6.865774116031583e-4,2021-02-07,2021-02-07,409,0.7621664050235479
ETH/S4/2021|2021-01-23,7,3816,0.0018343815513626835,2021-01-23,2021-01-23,394,0.9984301412872841
SouthAfrica/NHLS-UCT-GS-C037/2021|2021-06-02,9,3715,0.0024226110363391655,2021-06-02,2021-06-02,524,0.9720041862899006
NGA/CV3409/2021|2021-09-03,8,3816,0.0020964360587002098,2021-09-03,2021-09-03,617,0.9984301412872841
MEX/GRO-4_1773/2021|2021-06-28,9,3816,0.0023584905660377358,2021-06-28,2021-06-28,550,0.9984301412872841
CMR/Yaounde-21V-06436/2020|2020-10-26,3,3822,7.849293563579278e-4,2020-10-26,2020-10-26,305,1
IND/CWS_0048_54463391/2021|2021-06-08,6,3820,0.0015706806282722514,2021-06-08,2021-06-08,530,0.9994767137624281
ARM/IMB1-1/2021|2021-01-19,4,3822,0.0010465724751439038,2021-01-19,2021-01-19,390,1
CHN/Qingdao_306/2020|2020-10-10,3,3822,7.849293563579278e-4,2020-10-10,2020-10-10,289,1
CHN/SH-P09-2-Wuhan/2020|2020-02-11,0,3822,0,2020-02-11,2020-02-11,47,1
IDN/10761001086/2021|2021-05-06,7,3226,0.0021698698078115313,2021-05-06,2021-05-06,497,0.8440607012035584
JPN/JP_HiroHC031c/2020|2020-04-14,1,3822,2.6164311878597594e-4,2020-04-14,2020-04-14,110,1
CMR/Yaounde-20V-59285/2020|2020-06-10,3,3822,7.849293563579278e-4,2020-06-10,2020-06-10,167,1
USA/TX-CDC-QDX26157066/2021|2021-06-22,8,3816,0.0020964360587002098,2021-06-22,2021-06-22,544,0.9984301412872841
CHN/5986/2021|2021-05-30,5,3006,0.00166333998669328,2021-05-30,2021-05-30,521,0.7864992150706437
Iraq/KR-SEARCH-120026/2021|2021-10-23,10,3791,0.002637826431020839,2021-10-23,2021-10-23,667,0.9918890633176347
Homosampiens/CHN/0411_4/2020|2020-04-11,0,3822,0,2020-04-11,2020-04-11,107,1
BRA/PR-HF336/2021|2021-04-09,9,3813,0.0023603461841070024,2021-04-09,2021-04-09,470,0.9976452119309263
MLI/MAL0138/2021|2021-05-05,8,3813,0.002098085496984002,2021-05-05,2021-05-05,496,0.9976452119309263
PAK/276252/2021|2021-12-20,9,3812,0.00236096537250787,2021-12-20,2021-12-20,725,0.9973835688121402
BGD/Laila_438/2021|2021-08-07,6,3803,0.0015777018143570865,2021-08-07,2021-08-07,590,0.9950287807430664
GTM/UGA-31016699/2021|2021-05-04,4,3813,0.001049042748492001,2021-05-04,2021-05-04,495,0.9976452119309263
UGA/MAKCHScov7/2021|2021-02-19,1,3816,2.620545073375262e-4,2021-02-19,2021-02-19,421,0.9984301412872841
BGD/Laila_529/2021|2021-10-06,6,3588,0.0016722408026755853,2021-10-06,2021-10-06,650,0.9387755102040817
CHN/LA-5048/2021|2021-05-13,1,3822,2.6164311878597594e-4,2021-05-13,2021-05-13,504,1
FRA/IHUCOVID-054727-Nova1M/2021|2021-12-20,8,3816,0.0020964360587002098,2021-12-20,2021-12-20,725,0.9984301412872841
KEN/C111710/2021|2021-11-12,7,3613,0.0019374481040686411,2021-11-12,2021-11-12,687,0.945316588173731
CHN/LA-5003/2021|2021-05-12,1,3822,2.6164311878597594e-4,2021-05-12,2021-05-12,503,1
UGA/MUWRP-KIR210118S/2021|2021-05-25,8,3816,0.0020964360587002098,2021-05-25,2021-05-25,516,0.9984301412872841
BRA/SP-NXBS1521GENOV701221472118/2021|2021-06-08,13,3822,0.003401360544217687,2021-06-08,2021-06-08,530,1
SRB/ZJZKV0002-29-06/2021|2021-06-29,8,3816,0.0020964360587002098,2021-06-29,2021-06-29,551,0.9984301412872841
PAK/JRCGR_SCV-90_MARDAN-01/2021|2021-03-06,3,3822,7.849293563579278e-4,2021-03-06,2021-03-06,436,1
CHN/Qingdao_20431/2020|2020-10-11,3,3822,7.849293563579278e-4,2020-10-11,2020-10-11,290,1
IDN/10761001015/2020|2020-12-31,1,3822,2.6164311878597594e-4,2020-12-31,2020-12-31,371,1
IDN/10761001068/2021|2021-04-08,4,3627,0.0011028398125172319,2021-04-08,2021-04-08,469,0.9489795918367347
CHN/SH-P115-3-Asia-Malaysia/2020|2020-03-28,3,3822,7.849293563579278e-4,2020-03-28,2020-03-28,93,1
CHN/SH-P87-A-3-North-America-USA/2020|2020-03-22,1,3822,2.6164311878597594e-4,2020-03-22,2020-03-22,87,1
CHN/SH-P117-A-3-North-America-USA/2020|2020-03-29,1,3822,2.6164311878597594e-4,2020-03-29,2020-03-29,94,1
ZAF/NHLS-UCT-GS-A817/2021|2021-02-04,5,3395,0.0014727540500736377,2021-02-04,2021-02-04,406,0.8882783882783882
IND/INSACOG-GBRC1596/2021|2021-06-10,11,3822,0.0028780743066457353,2021-06-10,2021-06-10,532,1
England/QEUH-B68B82/2020|2020-11-11,2,3822,5.232862375719519e-4,2020-11-11,2020-11-11,321,1
NGA/CV1259/2021|2021-03-15,8,3813,0.002098085496984002,2021-03-15,2021-03-15,445,0.9976452119309263
NGA/CV643/2020|2020-12-29,5,3822,0.0013082155939298796,2020-12-29,2020-12-29,369,1
MMR/DSMRC041/2021|2021-11-08,8,3816,0.0020964360587002098,2021-11-08,2021-11-08,683,0.9984301412872841
IND/THSTI-BAL-918/2020|2020-04-16,1,3820,2.617801047120419e-4,2020-04-16,2020-04-16,112,0.9994767137624281
SUR/Zeta-EMC-1/2020|2020-12-16,3,3822,7.849293563579278e-4,2020-12-16,2020-12-16,356,1
Colombia/CO-DC-UW21112981790/2021|2021-11-29,7,3816,0.0018343815513626835,2021-11-29,2021-11-29,704,0.9984301412872841
EGY/CCHE57357_Wave_3_A002/2021|2021-05-01,8,3822,0.0020931449502878076,2021-05-01,2021-05-01,492,1
IRN/2019-nCoV_MN908947/2021|2021-05-15,3,3822,7.849293563579278e-4,2021-05-15,2021-05-15,506,1
OZ286434|2021-10-11,13,3822,0.003401360544217687,2021-10-11,2021-10-11,655,1
FRA/IHUCOVID-000006/2020|2020-02-29,1,3822,2.6164311878597594e-4,2020-02-29,2020-02-29,65,1
PER/un-CDC-3959175-001/2020|2020-08-21,2,3822,5.232862375719519e-4,2020-08-21,2020-08-21,239,1
Pakistan/UHS-PAK-S8/2021|2021-04-08,7,3813,0.0018358248098610018,2021-04-08,2021-04-08,469,0.9976452119309263
OU026740|2021-02-15,7,3813,0.0018358248098610018,2021-02-15,2021-02-15,417,0.9976452119309263
OU076981|2020-08-26,2,3822,5.232862375719519e-4,2020-08-26,2020-08-26,244,1
IDN/RSDS-RCVTD-UNAIR-6-B/2020|2020-05-19,1,3602,2.77623542476402e-4,2020-05-19,2020-05-19,145,0.9424385138670853
TWN/CGMH-CGU-97/2021|2021-11-09,8,3816,0.0020964360587002098,2021-11-09,2021-11-09,684,0.9984301412872841
USA/TG959964/2020|2020-08-28,3,3822,7.849293563579278e-4,2020-08-28,2020-08-28,246,1
MMR/Mandalay-dsmrc-023/2021|2021-06-25,7,3816,0.0018343815513626835,2021-06-25,2021-06-25,547,0.9984301412872841
FRA/21072150482/2021|2021-07-08,8,3816,0.0020964360587002098,2021-07-08,2021-07-08,560,0.9984301412872841
MEX/YUC-NYGC-16539-21/2021|2021-04-07,5,3822,0.0013082155939298796,2021-04-07,2021-04-07,468,1
CHN/SH-P197-4-Europe-UK/2020|2020-08-24,1,3822,2.6164311878597594e-4,2020-08-24,2020-08-24,242,1
PHL/COVID53359/2021|2021-03-20,8,3811,0.0020991865652059826,2021-03-20,2021-03-20,450,0.9971219256933542
CHN/S217-2945-397543/2021|2021-10-28,11,3816,0.002882599580712788,2021-10-28,2021-10-28,672,0.9984301412872841
USA/SEARCH-18314/2021|2021-04-08,12,3819,0.003142183817753339,2021-04-08,2021-04-08,469,0.9992150706436421
MEX/CHP-308309/2020|2020-06-01,4,3822,0.0010465724751439038,2020-06-01,2020-06-01,158,1
CAN/HCW33/2020|2020-10-30,4,3602,0.001110494169905608,2020-10-30,2020-10-30,309,0.9424385138670853
IND/GBRC584a/2021|2021-02-02,8,3813,0.002098085496984002,2021-02-02,2021-02-02,404,0.9976452119309263
IND/GBRC591b/2021|2021-02-16,8,3813,0.002098085496984002,2021-02-16,2021-02-16,418,0.9976452119309263
IND/Barcode07MN908947.3/2021|2021-09-10,8,3822,0.0020931449502878076,2021-09-10,2021-09-10,624,1
IDN/10761001084/2021|2021-05-06,7,3627,0.0019299696719051558,2021-05-06,2021-05-06,497,0.9489795918367347
IND/hospital_3_261/2021|2021-04-29,7,3358,0.002084574151280524,2021-04-29,2021-04-29,490,0.8785975928833072
IND/CWS_0073_58392604/2021|2021-06-22,7,3819,0.001832940560356114,2021-06-22,2021-06-22,544,0.9992150706436421
IND/INSACOG-GBRC859/2021|2021-05-16,5,3555,0.0014064697609001407,2021-05-16,2021-05-16,507,0.9301412872841445
MYS/M_N33549/2020|2020-12-18,2,3772,5.302226935312832e-4,2020-12-18,2020-12-18,358,0.9869178440607012
TUR/Tur-P1/2020|2020-06-10,1,3822,2.6164311878597594e-4,2020-06-10,2020-06-10,167,1
VEN/Mir761/2021|2021-04-08,12,3822,0.0031397174254317113,2021-04-08,2021-04-08,469,1
IND/GBRC629a/2021|2021-03-31,7,3816,0.0018343815513626835,2021-03-31,2021-03-31,461,0.9984301412872841
IND/THSTI_2071/2020|2020-04-30,2,3806,5.254860746190226e-4,2020-04-30,2020-04-30,126,0.9958137100994244
NGA/CV301/2020|2020-09-01,2,3822,5.232862375719519e-4,2020-09-01,2020-09-01,250,1
OD916287|2020-10-20,4,3820,0.0010471204188481676,2020-10-20,2020-10-20,299,0.9994767137624281
RUS/6965/2021|2021-06-30,7,3816,0.0018343815513626835,2021-06-30,2021-06-30,552,0.9984301412872841
IDN/10752101004/2021|2021-02-22,4,3627,0.0011028398125172319,2021-02-22,2021-02-22,424,0.9489795918367347
IDN/10752101029/2021|2021-09-09,9,3244,0.0027743526510480886,2021-09-09,2021-09-09,623,0.848770277341706
IND/INSACOG-GBRC1398/2021|2021-03-24,5,3563,0.0014033118158854898,2021-03-24,2021-03-24,454,0.9322344322344323
CHN/SH-P116-C-3-North-America-USA/2020|2020-04-01,1,3822,2.6164311878597594e-4,2020-04-01,2020-04-01,97,1
IND/GBRC629b/2021|2021-03-31,7,3816,0.0018343815513626835,2021-03-31,2021-03-31,461,0.9984301412872841
OZ061280|2021-02-02,14,3821,0.0036639623135304895,2021-02-02,2021-02-02,404,0.999738356881214
IDN/10761001055/2021|2021-03-17,4,3349,0.0011943863839952225,2021-03-17,2021-03-17,447,0.8762428048142333
IDN/10752101017/2021|2021-04-15,2,3544,5.64334085778781e-4,2021-04-15,2021-04-15,476,0.9272632129774987
CHN/Wuhan_IME-WH04/2019|2019-12-30,0,3822,0,2019-12-30,2019-12-30,4,1
IND/GMCKN443/2020|2020-03-16,1,3822,2.6164311878597594e-4,2020-03-16,2020-03-16,81,1
IND/OUMRK1090/2020|2020-03-25,1,3822,2.6164311878597594e-4,2020-03-25,2020-03-25,90,1
TWN/CGMH-CGU-24/2020|2020-03-20,1,3822,2.6164311878597594e-4,2020-03-20,2020-03-20,85,1
IND/GBRC63/2020|2020-05-03,2,3822,5.232862375719519e-4,2020-05-03,2020-05-03,129,1
TUR/IMU-SP-04/2020|2020-04-16,1,3822,2.6164311878597594e-4,2020-04-16,2020-04-16,112,1
IND/GBRC147/2020|2020-05-16,1,3822,2.6164311878597594e-4,2020-05-16,2020-05-16,142,1
USA/OR-S90/2020|2020-02-29,1,3822,2.6164311878597594e-4,2020-02-29,2020-02-29,65,1
SLE/KGH-G-8549/2020|2020-03-31,1,3822,2.6164311878597594e-4,2020-03-31,2020-03-31,96,1
IND/GBRC406b/2020|2020-06-25,3,3822,7.849293563579278e-4,2020-06-25,2020-06-25,182,1
RUS/953/2020|2020-04-08,1,3822,2.6164311878597594e-4,2020-04-08,2020-04-08,104,1
TWN/CGMH-CGU-31/2020|2020-07-31,1,3822,2.6164311878597594e-4,2020-07-31,2020-07-31,218,1
USA/TX-DSHS-1555/2020|2020-06-22,1,3822,2.6164311878597594e-4,2020-06-22,2020-06-22,179,1
OV024261|2020-04-21,1,3822,2.6164311878597594e-4,2020-04-21,2020-04-21,117,1
Japan/sb_ncgm_sars_cov_2_00404/2021|2021-08-23,11,3569,0.0030820958251611096,2021-08-23,2021-08-23,606,0.9338042909471481
BRA/ICO1041/2020|2020-04-17,1,3822,2.6164311878597594e-4,2020-04-17,2020-04-17,113,1
NGA/BCVL-25699/2021|2021-04-19,8,3813,0.002098085496984002,2021-04-19,2021-04-19,480,0.9976452119309263
CHN/6003/2021|2021-05-23,8,3792,0.002109704641350211,2021-05-23,2021-05-23,514,0.9921507064364207
CHN/5931/2021|2021-05-29,8,3816,0.0020964360587002098,2021-05-29,2021-05-29,520,0.9984301412872841
NGA/CV628/2020|2020-11-25,3,3822,7.849293563579278e-4,2020-11-25,2020-11-25,335,1
NGA/CV306/2020|2020-10-09,4,3374,0.0011855364552459987,2020-10-09,2020-10-09,288,0.8827838827838828
THA/MTM_01_020/2021|2021-10-20,8,3816,0.0020964360587002098,2021-10-20,2021-10-20,664,0.9984301412872841
OU809093|2021-02-14,7,3812,0.0018363064008394543,2021-02-14,2021-02-14,416,0.9973835688121402
BGD/IEDCR-OIS-0087/2021|2021-05-10,9,3594,0.0025041736227045075,2021-05-10,2021-05-10,501,0.9403453689167975
BRA/SP-NVBS10044GENOV828351445406/2021|2021-11-05,6,3602,0.001665741254858412,2021-11-05,2021-11-05,680,0.9424385138670853
BGD/Laila_106/2021|2021-07-07,7,3816,0.0018343815513626835,2021-07-07,2021-07-07,559,0.9984301412872841
RUS/RUSPrimorye_7375/2021|2021-08-03,7,3816,0.0018343815513626835,2021-08-03,2021-08-03,586,0.9984301412872841
VNM/OUCRU-NHTD353/2021|2021-12-31,8,3816,0.0020964360587002098,2021-12-31,2021-12-31,736,0.9984301412872841
GHA/AA-NYGC-NTCoV-PC196-21-REUH870/2021|2021-07-09,8,3537,0.0022618037885213456,2021-07-09,2021-07-09,561,0.9254317111459969
MLI/UCRC31/2020|2020-03-31,1,3822,2.6164311878597594e-4,2020-03-31,2020-03-31,96,1
ARG/Cordoba-2858/2020|2020-09-14,2,3822,5.232862375719519e-4,2020-09-14,2020-09-14,263,1
PHL/PH-PGC-00315/2020|2020-12-29,7,3813,0.0018358248098610018,2020-12-29,2020-12-29,369,0.9976452119309263
EGY/PHARCO-ARMY91/2021|2021-03-01,1,3822,2.6164311878597594e-4,2021-03-01,2021-03-01,431,1
RUS/Primorye_8362/2021|2021-11-10,10,3816,0.002620545073375262,2021-11-10,2021-11-10,685,0.9984301412872841
BGD/BD_IVPP_174/2021|2021-04-17,7,3640,0.0019230769230769232,2021-04-17,2021-04-17,478,0.9523809523809523
OM267726|2021-07-16,6,3617,0.0016588332872546309,2021-07-16,2021-07-16,568,0.9463631606488749
VEN/Dtt24/2021|2021-04-18,12,3822,0.0031397174254317113,2021-04-18,2021-04-18,479,1
FRA/21062300434/2021|2021-06-25,8,3816,0.0020964360587002098,2021-06-25,2021-06-25,547,0.9984301412872841
IDN/10761001021/2021|2021-01-12,3,3822,7.849293563579278e-4,2021-01-12,2021-01-12,383,1
CHN/S145-1286-245712/2021|2021-04-10,5,3822,0.0013082155939298796,2021-04-10,2021-04-10,471,1
USA/NY-PRL-210506_00F06/2021|2021-05-04,8,3813,0.002098085496984002,2021-05-04,2021-05-04,495,0.9976452119309263
IND/INSACOG-GBRC1476/2021|2021-07-09,9,3816,0.0023584905660377358,2021-07-09,2021-07-09,561,0.9984301412872841
IND/GBRC544b/2021|2021-01-01,3,3822,7.849293563579278e-4,2021-01-01,2021-01-01,372,1
KHM/B117/2021|2021-03-16,8,3813,0.002098085496984002,2021-03-16,2021-03-16,446,0.9976452119309263
GHA/AA-NYGC-GenCov-21-R06-QVTE225/2021|2021-05-11,8,3819,0.002094789211835559,2021-05-11,2021-05-11,502,0.9992150706436421
CHN/Qingdao_307/2020|2020-10-10,3,3822,7.849293563579278e-4,2020-10-10,2020-10-10,289,1
CHN/S210-2690-376005/2021|2021-10-13,7,3816,0.0018343815513626835,2021-10-13,2021-10-13,657,0.9984301412872841
IND/KA-NIMH-SEQ-165/2021|2021-01-19,8,3822,0.0020931449502878076,2021-01-19,2021-01-19,390,1
IND/KA-NIMH-SEQ-29/2020|2020-12-24,8,3813,0.002098085496984002,2020-12-24,2020-12-24,364,0.9976452119309263
GTM/UGA-3100507/2021|2021-08-27,9,3816,0.0023584905660377358,2021-08-27,2021-08-27,610,0.9984301412872841
CAN/HCW9/2020|2020-05-28,1,3822,2.6164311878597594e-4,2020-05-28,2020-05-28,154,1
THA/CONI-0323/2020|2020-05-12,2,3639,5.496015388843089e-4,2020-05-12,2020-05-12,138,0.9521193092621664
THA/CONI-0643/2021|2021-03-16,8,3624,0.002207505518763797,2021-03-16,2021-03-16,446,0.9481946624803768
UGA/MUWRP-KIR210557S/2021|2021-10-19,8,3816,0.0020964360587002098,2021-10-19,2021-10-19,663,0.9984301412872841
IND/GBRC1292/2021|2021-07-14,8,3816,0.0020964360587002098,2021-07-14,2021-07-14,566,0.9984301412872841
UGA/MUWRP-GUL210261/2021|2021-07-22,7,3816,0.0018343815513626835,2021-07-22,2021-07-22,574,0.9984301412872841
Iraq/KR-SEARCH-118872/2021|2021-08-21,9,3792,0.0023734177215189874,2021-08-21,2021-08-21,604,0.9921507064364207
IND/GBRC643/2021|2021-03-28,9,3816,0.0023584905660377358,2021-03-28,2021-03-28,458,0.9984301412872841
USA/TG724095/2020|2020-04-24,1,3822,2.6164311878597594e-4,2020-04-24,2020-04-24,120,1
EGY/CCHE57357_Wave_4_134/2021|2021-10-18,9,3822,0.002354788069073783,2021-10-18,2021-10-18,662,1
CHN/S194-2036-337968/2021|2021-08-18,8,3816,0.0020964360587002098,2021-08-18,2021-08-18,601,0.9984301412872841
CHN/S206-2224-350158/2021|2021-09-02,8,3816,0.0020964360587002098,2021-09-02,2021-09-02,616,0.9984301412872841
USA/CA-LACPHL-AF04372/2021|2021-08-13,6,3542,0.0016939582156973462,2021-08-13,2021-08-13,596,0.9267399267399268
IND/INSACOG-GBRC1612/2020|2020-12-17,4,3822,0.0010465724751439038,2020-12-17,2020-12-17,357,1
KAZ/Wuhan_ALA-20/2020|2020-09-17,1,3822,2.6164311878597594e-4,2020-09-17,2020-09-17,266,1
MYS/M_N15018/2020|2020-10-21,3,3822,7.849293563579278e-4,2020-10-21,2020-10-21,300,1
IDN/10752101039/2021|2021-10-17,6,2845,0.00210896309314587,2021-10-17,2021-10-17,661,0.7443746729461015
IDN/10761001050/2021|2021-03-04,4,3627,0.0011028398125172319,2021-03-04,2021-03-04,434,0.9489795918367347
VNM/OUCRU-NHTD458/2021|2021-06-18,9,3816,0.0023584905660377358,2021-06-18,2021-06-18,540,0.9984301412872841
BGD/ideSHi-N-1392/2021|2021-03-16,9,3816,0.0023584905660377358,2021-03-16,2021-03-16,446,0.9984301412872841
OU323509|2021-06-07,7,3816,0.0018343815513626835,2021-06-07,2021-06-07,529,0.9984301412872841
England/CAMC-B0B37A/2020|2020-10-30,2,3822,5.232862375719519e-4,2020-10-30,2020-10-30,309,1
MMR/DSMRC-054/2021|2021-12-06,9,3816,0.0023584905660377358,2021-12-06,2021-12-06,711,0.9984301412872841
CHN/SH-P203-2-Wuhan/2020|2020-01-29,0,3822,0,2020-01-29,2020-01-29,34,1
PAK/238502/2021|2021-09-30,8,3542,0.002258610954263128,2021-09-30,2021-09-30,644,0.9267399267399268
NGA/CV29-1/2020|2020-03-27,1,3822,2.6164311878597594e-4,2020-03-27,2020-03-27,92,1
CMR/ICGEB-CIRCB_22941/2021|2021-02-05,9,3822,0.002354788069073783,2021-02-05,2021-02-05,407,1
IDN/10752101011/2021|2021-04-01,3,3822,7.849293563579278e-4,2021-04-01,2021-04-01,462,1
IND/GBRC837/2021|2021-05-05,8,3816,0.0020964360587002098,2021-05-05,2021-05-05,496,0.9984301412872841
SLE/SL46/2021|2021-06-08,8,3816,0.0020964360587002098,2021-06-08,2021-06-08,530,0.9984301412872841
IDN/10761001028/2021|2021-01-26,5,3627,0.0013785497656465398,2021-01-26,2021-01-26,397,0.9489795918367347
